query48.png,Hydrant,Bus,Car,Car,Bridge,Car,Bicycle,Car,Bus,Car
query49.png,Hydrant,Car,Car,Crosswalk,Bus,Car,Car,Bus,Car,Car
query50.png,Car,Crosswalk,Bridge,Car,Car,Bridge,Car,Car,Car,Bus
query51.png,Hydrant,Car,Bus,Car,Car,Car,Bus,Hydrant,Car,Car
query52.png,Bicycle,Crosswalk,Bridge,Hydrant,Car,Car,Hydrant,Car,Car,Bus
query53.png,Bus,Crosswalk,Crosswalk,Car,Car,Car,Crosswalk,Bicycle,Car,Car
query54.png,Car,Car,Car,Car,Bus,Car,Crosswalk,Car,Hydrant,Car
query55.png,Crosswalk,Car,Car,Crosswalk,Crosswalk,Crosswalk,Crosswalk,Crosswalk,Car,Crosswalk
query56.png,Car,Car,Hydrant,Car,Car,Car,Car,Car,Car,Car
query57.png,Car,Bus,Bus,Car,Car,Crosswalk,Crosswalk,Bus,Car,Bus
query58.png,Crosswalk,Crosswalk,Car,Car,Car,Chimney,Car,Crosswalk,Car,Car
query59.png,Hydrant,Bus,Bus,Bus,Hydrant,Bridge,Car,Hydrant,Car,Car
query60.png,Car,Car,Car,Car,Hydrant,Car,Crosswalk,Car,Bus,Car
query61.png,Car,Car,Crosswalk,Car,Bus,Car,Crosswalk,Bicycle,Crosswalk,Crosswalk
query62.png,Hydrant,Bridge,Hydrant,Car,Car,Car,Car,Car,Car,Car
query63.png,Hydrant,Car,Crosswalk,Bridge,Bus,Car,Car,Hydrant,Car,Car
query64.png,Car,Hydrant,Hydrant,Hydrant,Car,Hydrant,Hydrant,Car,Hydrant,Hydrant
query65.png,Hydrant,Car,Hydrant,Hydrant,Car,Crosswalk,Car,Bus,Hydrant,Car
query66.png,Car,Hydrant,Car,Bus,Car,Car,Car,Car,Car,Bus
query67.png,Car,Car,Hydrant,Car,Car,Car,Car,Car,Motorcycle,Car
query68.png,Car,Bridge,Hydrant,Car,Hydrant,Car,Car,Bus,Hydrant,Car
query69.png,Hydrant,Hydrant,Hydrant,Hydrant,Crosswalk,Car,Hydrant,Hydrant,Hydrant,Hydrant
query70.png,Chimney,Hydrant,Hydrant,Car,Hydrant,Car,Car,Car,Car,Hydrant
query71.png,Car,Car,Car,Bridge,Car,Car,Car,Car,Car,Hydrant
query72.png,Car,Car,Car,Bicycle,Car,Car,Car,Car,Car,Motorcycle
query73.png,Bus,Hydrant,Crosswalk,Car,Bus,Bus,Car,Bus,Car,Hydrant
query74.png,Crosswalk,Crosswalk,Crosswalk,Hydrant,Bus,Bus,Car,Hydrant,Bus,Car
query75.png,Car,Motorcycle,Car,Car,Bicycle,Bicycle,Car,Car,Car,Car
query76.png,Hydrant,Car,Hydrant,Bus,Hydrant,Hydrant,Car,Bicycle,Car,Car
query77.png,Bus,Car,Car,Bridge,Car,Hydrant,Bus,Car,Bicycle,Hydrant
query78.png,Bicycle,Bus,Car,Hydrant,Bicycle,Crosswalk,Motorcycle,Bus,Car,Car
query79.png,Bridge,Hydrant,Bus,Car,Bus,Hydrant,Hydrant,Bridge,Hydrant,Car
query80.png,Hydrant,Bus,Motorcycle,Car,Car,Car,Bus,Hydrant,Car,Bus
query81.png,Bus,Car,Hydrant,Bridge,Car,Car,Hydrant,Car,Car,Bicycle
query82.png,Car,Hydrant,Car,Bus,Bus,Motorcycle,Car,Car,Hydrant,Car
query83.png,Bus,Car,Car,Crosswalk,Car,Bicycle,Car,Hydrant,Bus,Car
query84.png,Car,Bus,Car,Bus,Bus,Car,Car,Bus,Bridge,Car
query85.png,Bus,Hydrant,Car,Bus,Bus,Bus,Bus,Car,Hydrant,Car
query86.png,Hydrant,Car,Crosswalk,Car,Bus,Car,Motorcycle,Bus,Bicycle,Bicycle
query87.png,Car,Car,Car,Car,Crosswalk,Car,Car,Bridge,Bicycle,Crosswalk
query88.png,Car,Car,Chimney,Car,Car,Car,Bicycle,Crosswalk,Car,Car
query89.png,Car,Bus,Bus,Bus,Car,Car,Bus,Bus,Car,Car
query90.png,Bicycle,Bicycle,Bus,Bridge,Hydrant,Hydrant,Car,Bicycle,Hydrant,Bridge
query91.png,Car,Car,Car,Car,Car,Car,Car,Car,Crosswalk,Car
query92.png,Bus,Car,Car,Bicycle,Crosswalk,Car,Crosswalk,Car,Car,Motorcycle
query93.png,Car,Car,Car,Bicycle,Car,Car,Motorcycle,Motorcycle,Car,Car
query94.png,Bicycle,Car,Car,Car,Car,Car,Car,Bicycle,Car,Bus
query95.png,Bus,Bus,Bus,Bus,Bus,Car,Bicycle,Car,Car,Car
query96.png,Motorcycle,Bridge,Bridge,Bridge,Motorcycle,Car,Car,Hydrant,Bus,Bus
query97.png,Car,Bicycle,Motorcycle,Bus,Hydrant,Car,Motorcycle,Bus,Crosswalk,Hydrant
query98.png,Bus,Bicycle,Hydrant,Bicycle,Bus,Bridge,Crosswalk,Bicycle,Bridge,Car
query99.png,Bridge,Hydrant,Car,Hydrant,Crosswalk,Bicycle,Hydrant,Bus,Bicycle,Motorcycle
query100.png,Bus,Bus,Hydrant,Car,Hydrant,Car,Bus,Car,Car,Chimney
